subcellular_location,count
Cytoplasm:Apical cell membrane,9
"Membrane:Cell projection, cilium, photoreceptor outer segment",9
Cell membrane:Endosome membrane:Recycling endosome membrane,9
"Endoplasmic reticulum membrane:Endoplasmic reticulum-Golgi intermediate compartment membrane:Golgi apparatus, cis-Golgi network membrane:Golgi apparatus, trans-Golgi network membrane:Melanosome:Membrane",9
"Cytoplasm, cell cortex:Cytoplasm, cytoskeleton",9
"Cytoplasm:Nucleus:Cytoplasm, P-body",9
"Cell projection, cilium:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytosol:Lysosome membrane:Membrane:Nucleus",9
Zymogen granule membrane,9
"Nucleus:Nucleus, Cajal body",9
"Cell projection, axon:Membrane",9
Mitochondrion outer membrane:Peroxisome membrane:Microsome membrane:Endoplasmic reticulum membrane,9
Mitochondrion outer membrane:Peroxisome,9
Cell membrane:Cell junction,9
Cytoplasm:Nucleus:Endoplasmic reticulum,9
Mitochondrion outer membrane:Membrane,9
Mitochondrion:Mitochondrion intermembrane space,9
Endoplasmic reticulum membrane:Membrane:Nucleus membrane,9
"Nucleus, nucleoplasm:Chromosome",9
"Secreted:Secreted, extracellular space:Secreted, extracellular space, apoplast",9
"Vacuole, aleurone grain membrane",9
"Golgi apparatus:Golgi apparatus, trans-Golgi network membrane",9
Nucleus:Cytoplasm:Cytoplasm,9
Cytoplasm:Vacuole membrane,9
"Nucleus:Cytoplasm:Nucleus, PML body",9
Golgi apparatus:Membrane:Mitochondrion,9
"Cytoplasm, cytosol:Golgi apparatus membrane",9
Mitochondrion membrane:Endoplasmic reticulum membrane,9
"Cell membrane:Endomembrane system:Cytoplasm, perinuclear region",9
Cell membrane:Endosome,9
Endoplasmic reticulum:Secreted,9
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton, spindle",9
Membrane:Endosome,9
Nucleus membrane:Cytoplasm,9
"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, stress fiber",9
Mitochondrion inner membrane:Membrane,9
"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, perinuclear region",9
Cytoplasm:Lipid droplet,9
"Cytoplasm:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole",9
Golgi apparatus lumen,9
"Cytoplasm, cytoskeleton:Cell projection, cilium",9
Cytoplasm:Golgi apparatus membrane:Cell membrane,9
"Cytoplasm, cytoskeleton:Cell projection, axon",9
Cell membrane:Postsynaptic cell membrane:Presynaptic cell membrane,9
"Endosome, multivesicular body membrane:Prevacuolar compartment membrane:Vacuole membrane",9
"Cytoplasm, cytoskeleton, spindle:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",9
"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane:Cell membrane:Synapse, synaptosome",9
Nucleus membrane:Endoplasmic reticulum membrane,9
Mitochondrion intermembrane space:Mitochondrion inner membrane,9
Cell membrane:Endoplasmic reticulum membrane:Mitochondrion membrane,9
"Cell membrane:Perikaryon:Cell projection, dendrite",9
"Cell projection, cilium:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",9
"Cell membrane:Cell projection, growth cone",9
"Cytoplasmic vesicle, COPII-coated vesicle membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane",9
Cytoplasm:Postsynaptic density,9
"Nucleus speckle:Nucleus, nucleoplasm:Cytoplasm",8
Mitochondrion inner membrane:Mitochondrion matrix,8
"Golgi apparatus membrane:Golgi apparatus, trans-Golgi network membrane",8
"Cell projection, cilium:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Nucleus",8
"Cell projection, cilium, flagellum:Cytoplasm, cytoskeleton, flagellum basal body",8
"Endosome, multivesicular body membrane:Membrane:Prevacuolar compartment membrane",8
Membrane:Synapse,8
Endoplasmic reticulum membrane:Mitochondrion membrane:Membrane,8
"Membrane:Cytoplasm, perinuclear region",8
Cell membrane:Postsynaptic cell membrane:Postsynaptic density,8
Cell membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane,8
Endoplasmic reticulum:Nucleus,8
Endoplasmic reticulum lumen:Melanosome,8
"Cell projection, cilium:Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, cilium basal body",8
Endoplasmic reticulum-Golgi intermediate compartment membrane,8
Membrane:Lipid droplet,8
"Cell membrane:Cytoplasmic vesicle, secretory vesicle, acrosome membrane",8
Endoplasmic reticulum membrane:Golgi apparatus membrane:Cell membrane:Lipid droplet,8
Golgi apparatus membrane:Cytoplasmic vesicle membrane:Endoplasmic reticulum membrane,8
Endoplasmic reticulum membrane:Endoplasmic reticulum-Golgi intermediate compartment membrane:Golgi apparatus membrane:Membrane,8
"Endoplasmic reticulum-Golgi intermediate compartment membrane:Golgi apparatus, cis-Golgi network membrane:Membrane",8
"Membrane:Cytoplasm, cytosol",8
Cell membrane:Endosome:Late endosome:Membrane,8
Cell membrane:Postsynaptic cell membrane:Membrane,8
"Cytoplasm, cytosol:Cytoplasm:Endoplasmic reticulum",8
"Lysosome membrane:Cytoplasm, cytosol",8
"Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton, spindle",8
Nucleus:Cytoplasmic vesicle,8
"Cytoplasm, cytoskeleton:Cytoplasm:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole",8
"Cytoplasmic vesicle, secretory vesicle membrane:Membrane",8
"Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, flagellum axoneme:Nucleus",8
Secreted:Golgi apparatus,8
Secreted:Golgi apparatus:Endoplasmic reticulum,8
"Cytoplasmic vesicle, secretory vesicle, acrosome:Secreted",8
"Cytoplasm, cytoskeleton:Cell projection",8
"Nucleus:Mitochondrion matrix:Mitochondrion matrix, mitochondrion nucleoid",8
"Cytoplasm:Nucleus:Chromosome, centromere, kinetochore",8
Protein storage vacuole,8
"Cell projection, stereocilium",8
"Cytoplasm, cytoskeleton, stress fiber",8
"Cell projection, ruffle membrane",8
"Cytoplasm:Nucleus, nuclear pore complex",8
Cytoplasm:Nucleus:Golgi apparatus,8
"Cytoplasmic vesicle, phagosome:Early endosome membrane:Endosome:Golgi apparatus, trans-Golgi network membrane:Recycling endosome",8
Apical cell membrane:Cytoplasm,8
"Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, cilium basal body",8
Cytoplasm:Cell membrane:Membrane,8
Basolateral cell membrane:Basal cell membrane,8
"Cytoplasm, cytoskeleton:Cytoplasm, myofibril, sarcomere, Z line",8
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle pole",8
"Nucleus:Cytoplasm:Cytoplasm, cytoskeleton, spindle pole",8
Cleavage furrow:Endosome membrane:Membrane:Midbody:Recycling endosome membrane,8
"Cytoplasmic vesicle, COPII-coated vesicle membrane:Endoplasmic reticulum membrane",8
"Nucleus:Cytoplasm, cytosol:Membrane",8
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, flagellum axoneme",8
"Cytoplasm:Cytoplasm, Stress granule",8
Nucleus:Cytoplasm:Nucleus,8
"Cytoplasmic vesicle, clathrin-coated vesicle membrane:Golgi apparatus",8
Autolysosome,8
"Cytoplasm:Cytoplasm, cytoskeleton, cilium basal body",8
"Secreted:Cytoplasmic vesicle, secretory vesicle, acrosome",8
"Cytoplasm, cytoskeleton:Nucleus, nuclear pore complex",8
"Cytoplasm, Cytoplasmic ribonucleoprotein granule",8
Nucleus:Nucleus:Cytoplasm,8
"Plastid, chloroplast:Cytoplasm, cytosol",8
"Cytoplasm, cytosol:Golgi apparatus membrane:Cytoplasmic vesicle, COPI-coated vesicle membrane",8
"Cytoplasm, cytosol:Endoplasmic reticulum membrane",8
Cell junction:Cell membrane:Membrane,8
Peroxisome:Mitochondrion,8
"Cell membrane:Cell projection, phagocytic cup",8
Cytoplasm:Endoplasmic reticulum:Golgi apparatus,8
Spore membrane:Vacuole membrane,8
"Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole",8
Cytoplasm:Endosome:Late endosome membrane,8
"Cell junction, tight junction:Membrane",8
Postsynaptic cell membrane:Cell membrane:Cytoplasmic vesicle membrane,8
Early endosome membrane:Golgi apparatus membrane,8
Cytoplasm:Endoplasmic reticulum:Nucleus,8
"Cytoplasm:Endosome membrane:Prevacuolar compartment membrane:Golgi apparatus, trans-Golgi network membrane",8
Endomembrane system:Mitochondrion outer membrane:Rough endoplasmic reticulum membrane,8
"Plastid, chloroplast:Nucleus",8
"Nucleus, nucleolus:Nucleus, nucleoplasm:Chromosome",8
Cytoplasm:Host cytoplasm:Secreted,7
"Nucleus:Cytoplasm:Nucleus, nucleolus",7
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, stress fiber",7
"Cytoplasm:Golgi apparatus, trans-Golgi network",7
"Secreted, extracellular space, extracellular matrix:Cytoplasm",7
Endosome membrane:Recycling endosome membrane,7
Bud:Bud neck,7
"Golgi apparatus membrane:Golgi apparatus, Golgi stack membrane:Golgi apparatus, trans-Golgi network membrane:Membrane",7
Golgi apparatus membrane:Vacuole membrane,7
Cytoplasm:Photoreceptor inner segment,7
Mitochondrion outer membrane:Peroxisome membrane,7
Endosome membrane:Late endosome membrane:Lysosome membrane,7
"Cytoplasm:Nucleus:Nucleus, nucleoplasm:Nucleus, nucleolus",7
"Golgi apparatus membrane:Cytoplasm, perinuclear region",7
Cytoplasm:Nucleus:Lysosome membrane,7
Nucleus:Cytoplasm:Golgi apparatus,7
"Cytoplasm, cell cortex:Cytoplasm",7
"Cytoplasm:Secreted, cell wall",7
"Plastid, chloroplast stroma:Mitochondrion",7
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body",7
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole",7
Cytoplasm:Nucleus speckle,7
"Cytoplasm:Cytoplasmic vesicle, secretory vesicle, acrosome:Cell projection, cilium, flagellum",7
"Nucleus:Nucleus, nucleoplasm:Nucleus speckle",7
Cell membrane:Secreted:Cell membrane,7
"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, cilium basal body",7
Prospore membrane,7
Endoplasmic reticulum:Protein storage vacuole,7
Cytoplasm:Cytoplasm:Nucleus,7
Endoplasmic reticulum:Mitochondrion,7
Mitochondrion inner membrane:Nucleus,7
Cell membrane:Apical cell membrane:Secreted,7
Recycling endosome membrane,7
"Cell membrane:Cytoplasmic vesicle, secretory vesicle, acrosome",7
"Secreted:Cytoplasm:Cytoplasm, cytoskeleton:Cell membrane",7
"Cytoplasm:Nucleus:Cytoplasm, cytoskeleton, spindle pole",7
"Cytoplasm:Cytoplasm, cytosol:Nucleus",7
"Cytoplasm, cytoskeleton, cilium basal body:Cell projection, cilium",7
"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Cytoplasm, cytoskeleton, cilium basal body",7
Endosome membrane:Cell membrane,7
"Mitochondrion inner membrane:Mitochondrion matrix, mitochondrion nucleoid",7
"Cell junction, adherens junction:Cell membrane:Membrane:Nucleus",7
"Cell junction, adherens junction:Cell membrane:Membrane",7
Cell membrane:Synaptic cell membrane,7
"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, stress fiber:Cytoplasm, myofibril, sarcomere",7
"Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, flagellum axoneme:Dynein axonemal particle",7
"Cytoplasm, cytoskeleton, spindle pole:Nucleus",7
"Plastid, chloroplast membrane:Plastid, chloroplast thylakoid membrane",7
"Cell junction, adherens junction:Cell membrane",7
Cell membrane:Postsynaptic cell membrane:Membrane:Synaptic cell membrane,7
"Plastid, chloroplast:Plastid, chromoplast:Membrane",7
Endoplasmic reticulum membrane:Microsome membrane:Mitochondrion inner membrane,7
Cell membrane:Mitochondrion membrane:Endoplasmic reticulum membrane,7
Endoplasmic reticulum membrane:Lysosome membrane,7
Cytoplasmic vesicle:Endoplasmic reticulum membrane:Nucleus envelope:Nucleus inner membrane:Nucleus outer membrane:Vesicle,7
"Membrane:Cytoplasm, cytoskeleton, cilium basal body",7
"Cytoplasmic vesicle, secretory vesicle membrane",7
Cytoplasm:Cell junction,7
Archaeal flagellum,7
Cytoplasm:Bud:Bud neck,7
Melanosome membrane,7
"Cell projection, dendrite",7
Golgi apparatus:Endoplasmic reticulum,7
"Cytoplasm, cytoskeleton:Cytoplasmic vesicle, COPII-coated vesicle membrane:Endoplasmic reticulum membrane:Membrane",7
Endoplasmic reticulum membrane:Golgi apparatus membrane:Mitochondrion membrane,7
"Cytoplasm, myofibril, sarcomere:Cytoplasm, cytoskeleton",7
"Cell projection, cilium:Cytoplasm, cytoskeleton, cilium basal body",7
"Cell membrane:Cell projection, neuron projection",7
"Golgi apparatus, trans-Golgi network membrane:Prevacuolar compartment membrane",7
"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane:Synapse, synaptosome",7
"Nucleus, nucleoplasm:Nucleus, gem:Cytoplasm",7
"Cell membrane:Cell projection, microvillus membrane",7
Endoplasmic reticulum membrane:Golgi apparatus membrane:Endoplasmic reticulum-Golgi intermediate compartment membrane,7
"Secreted:Secreted, extracellular space:Cytoplasmic vesicle, secretory vesicle",7
"Cell projection, cilium:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",7
"Golgi apparatus, trans-Golgi network:Cytoplasmic vesicle",7
Nucleus speckle:Nucleus,7
Golgi apparatus:Cytoplasm,7
"Endoplasmic reticulum membrane:Golgi apparatus membrane:Cytoplasmic vesicle, COPI-coated vesicle membrane",7
"Cytoplasmic vesicle, secretory vesicle:Vesicle",7
"Cytoplasm:Cell junction, focal adhesion",7
Endoplasmic reticulum membrane:Lipid droplet:Membrane:Preautophagosomal structure membrane,7
"Cytoplasmic vesicle, COPII-coated vesicle membrane:Cytoplasmic vesicle, secretory vesicle membrane:Golgi apparatus, Golgi stack membrane:Membrane",7
"Cytoplasm, cytosol:Endoplasmic reticulum",7
"Endomembrane system:Cytoplasm, perinuclear region",7
"Cell projection, kinocilium:Cytoplasm, cytoskeleton, cilium axoneme",7
"Cell projection, cilium membrane:Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",7
"Nucleus, nuclear pore complex:Nucleus membrane:Endoplasmic reticulum membrane",7
Cytoplasmic vesicle membrane:Membrane:Membrane:Preautophagosomal structure membrane,7
"Cytoplasmic vesicle, phagosome membrane:Early endosome",7
"Cytoplasm, cytosol:Cytoplasm:Rough endoplasmic reticulum:Nucleus, nucleolus",7
"Nucleus, nucleolus:Nucleus:Chromosome",7
"Golgi apparatus, cis-Golgi network membrane:Golgi apparatus, trans-Golgi network membrane:Late endosome membrane",7
Lysosome membrane:Cell membrane,7
"Cytoplasm:Cell membrane:Cytoplasm, cytoskeleton",7
"Nucleus:Cytoplasm:Cell projection, cilium",7
Vacuole membrane:Endoplasmic reticulum membrane,7
"Cytoplasm, cytosol:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",7
Endoplasmic reticulum membrane:Microsome membrane:Membrane,7
"Nucleus, gem:Cytoplasm",7
Basal cell membrane,7
"Cell membrane:Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cell cortex",7
"Cell membrane:Endosome membrane:Cytoplasm, cytoskeleton, actin patch",7
"Endoplasmic reticulum membrane:Cell projection, dendrite",7
"Nucleus, nucleolus:Chromosome, centromere, kinetochore",7
Membrane:Preautophagosomal structure membrane:Vacuole membrane,6
"Golgi apparatus:Cytoplasmic vesicle membrane:Membrane, clathrin-coated pit",6
Lysosome membrane:Cytoplasm,6
Apical cell membrane:Cytoplasmic vesicle membrane,6
Endosome:Late endosome,6
"Cytoplasm:Cytoplasmic vesicle, COPII-coated vesicle membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane:Membrane",6
"Cytoplasm, cytosol:Preautophagosomal structure",6
"Cytoplasm, cytosol:Mitochondrion",6
Membrane:Prevacuolar compartment membrane,6
"Vacuole, aleurone grain:Endoplasmic reticulum:Protein storage vacuole",6
"Apical cell membrane:Cell projection, microvillus membrane",6
"Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, phragmoplast",6
"Cell junction, focal adhesion:Cell membrane:Membrane",6
Cytoplasm:Endoplasmic reticulum membrane:Microsome membrane:Membrane,6
"Membrane:Synapse, synaptosome",6
Postsynaptic density membrane,6
"Apical cell membrane:Cell junction, tight junction",6
Apical cell membrane:Cell membrane:Membrane,6
"Postsynaptic cell membrane:Synapse:Perikaryon:Cell projection, dendrite:Cell membrane",6
"Cytoplasm, cytoskeleton, spindle:Chromosome, centromere, kinetochore",6
"Membrane:Plastid, chloroplast outer membrane:Plastid, etioplast membrane",6
"Cytoplasm:Cytoplasm, perinuclear region:Endoplasmic reticulum",6
"Cytoplasm:Cytoplasmic vesicle, COPII-coated vesicle membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane",6
"Golgi apparatus, cis-Golgi network membrane:Membrane",6
"Membrane:Membrane, coated pit",6
"Membrane:Cytoplasm, myofibril, sarcomere, Z line",6
Bacterial flagellum basal body:Membrane,6
Cell membrane:Endosome membrane:Lysosome membrane,6
"Secreted, extracellular space, surface film",6
"Golgi apparatus, cis-Golgi network:Endoplasmic reticulum:Preautophagosomal structure",6
Secreted:Cytoplasmic vesicle,6
"Cytoplasm:Cytoplasm, Cytoplasmic ribonucleoprotein granule",6
Membrane:Late endosome,6
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle",6
Cytoplasm:Cell tip,6
Secreted:Cytoplasmic granule membrane,6
"Golgi apparatus membrane:Golgi apparatus, trans-Golgi network:Cytoplasm, cytosol",6
"Membrane:Golgi apparatus membrane:Cytoplasmic vesicle, clathrin-coated vesicle membrane:Prevacuolar compartment membrane",6
"Golgi apparatus, cis-Golgi network membrane:Endoplasmic reticulum-Golgi intermediate compartment membrane",6
Basolateral cell membrane:Cell membrane,6
Golgi apparatus membrane:Secreted:Cell membrane,6
"Plastid, etioplast membrane:Plastid, chloroplast outer membrane",6
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",6
"Cell membrane:Endoplasmic reticulum membrane:Golgi apparatus, trans-Golgi network membrane:Endosome membrane:Lysosome membrane",6
Secreted:Periplasm,6
Cytoplasm:Cell membrane:Endoplasmic reticulum membrane,6
Presynaptic cell membrane:Postsynaptic cell membrane,6
Endosome:Prevacuolar compartment,6
Secreted:Mitochondrion,6
Membrane:Basolateral cell membrane,6
Cell membrane:Postsynaptic cell membrane:Postsynaptic density membrane,6
Recycling endosome,6
"Membrane:Nucleus, nucleolus",6
Membrane:Bud neck,6
Membrane:Nucleus membrane,6
"Golgi apparatus, trans-Golgi network membrane:Cytoplasm, perinuclear region:Cell membrane",6
"Cytoplasm, cytoskeleton:Cell junction, focal adhesion",6
"Cytoplasm, myofibril, sarcomere, I band:Cytoplasm, myofibril, sarcomere, M line",6
"Cell junction, adherens junction:Cell projection, microvillus:Cell projection, rhabdomere",6
"Cytoplasm, perinuclear region:Endoplasmic reticulum:Golgi apparatus",6
Rough endoplasmic reticulum membrane:Nucleus membrane,6
"Cytoplasm, cytoskeleton:Cell projection, dendrite",6
"Cytoplasm, perinuclear region:Nucleus membrane",6
"Golgi apparatus, trans-Golgi network membrane:Golgi apparatus membrane",6
Cytoplasm:Cell projection,6
"Plastid, chloroplast membrane:Plastid, chloroplast stroma",6
Microsome,6
Cytoplasmic vesicle:Secreted,6
"Nucleus:Cytoplasm:Cytoplasm, cytoskeleton, spindle",6
"Nucleus:Cytoplasm:Cytoplasm, cytosol",6
Cytoplasm:Preautophagosomal structure membrane:Membrane,6
"Nucleus membrane:Nucleus, nucleolus",6
"Endoplasmic reticulum membrane:Golgi apparatus membrane:Cytoplasmic vesicle, COPII-coated vesicle membrane:Nucleus",6
